tconst	averageRating	numVotes
tt0015770	6.0	7
tt0015771	6.3	12
tt0015772	7.3	1466
tt0015773	5.8	6
tt0015775	8.4	7
tt0015778	7.1	16
tt0015794	6.4	100
tt0015799	6.0	30
tt0015800	6.3	53
tt0015801	7.1	276
tt0015802	5.1	10
tt0015809	5.0	6
tt0015810	7.2	21
tt0015811	3.7	22
tt0015814	7.2	5
tt0015840	6.2	61
tt0015841	7.6	4328
tt0015842	7.4	1218
tt0015847	6.4	85
tt0015861	6.8	349
tt0015863	7.2	3195
tt0015864	8.2	85007
tt0015866	6.8	5
tt0015867	7.4	19
tt0015872	7.1	128
tt0015873	7.8	847
tt0015875	6.0	5
tt0015881	7.9	8033
tt0015883	7.0	170
tt0015888	5.6	46
tt0015900	6.3	14
tt0015902	5.9	7
tt0015903	5.2	11
tt0015906	7.4	24
tt0015909	7.0	130
tt0015916	6.7	157
tt0015918	7.3	18
tt0015919	6.1	8
tt0015921	7.6	126
tt0015924	6.0	6
tt0015926	7.2	5
tt0015927	9.7	6
tt0015929	5.7	15
tt0015930	4.8	16
tt0015935	7.0	90
tt0015937	8.3	11
tt0015947	6.7	37
tt0015948	6.9	145
tt0015950	5.5	11
tt0015951	1.6	10
tt0015953	5.8	237
tt0015956	6.7	201
tt0015959	6.6	79
tt0015961	5.2	6
tt0015968	7.5	10
tt0015972	9.1	10
tt0015973	5.7	55
tt0015975	7.6	8
tt0015976	6.8	27
tt0015977	6.2	167
tt0015979	6.9	26
tt0015980	7.4	9
tt0015987	6.5	13
tt0015988	7.1	16
tt0015992	5.9	34
tt0015994	6.9	13
tt0015996	5.7	6
tt0015997	8.2	6
tt0015998	6.7	6
tt0016004	7.5	850
tt0016005	6.2	493
tt0016006	7.5	117
tt0016008	6.0	10
tt0016013	7.6	420
tt0016017	8.4	9
tt0016022	5.8	73
tt0016023	8.2	362
tt0016027	7.8	8
tt0016028	7.5	774
tt0016029	7.1	1184
tt0016031	5.4	5
tt0016032	6.1	10
tt0016034	7.0	9
tt0016037	6.2	22
tt0016038	6.8	19
tt0016039	7.1	4008
tt0016042	5.6	5
tt0016049	6.3	62
tt0016051	6.6	15
tt0016052	5.3	11
tt0016053	6.3	45
tt0016058	6.8	5
tt0016060	5.8	5
tt0016061	5.6	7
tt0016063	7.9	18
tt0016064	6.8	13
tt0016065	5.4	27
tt0016066	6.0	5
tt0016069	6.8	10
tt0016084	8.1	11
tt0016085	5.3	27
tt0016094	5.8	9
tt0016096	7.2	67
tt0016097	6.5	11
tt0016104	8.0	1979
tt0016107	5.9	56
tt0016109	5.0	9
tt0016112	6.8	46
tt0016114	6.4	31
tt0016115	5.9	10
tt0016123	6.3	781
tt0016129	6.1	112
tt0016130	7.8	5
tt0016134	7.7	6
tt0016142	6.8	85
tt0016145	7.8	5
tt0016147	5.8	33
tt0016156	7.0	27
tt0016159	7.2	5
tt0016163	7.2	27
tt0016170	5.2	10
tt0016172	6.1	27
tt0016174	2.2	82
tt0016184	1.7	73
tt0016185	7.2	240
tt0016186	6.0	5
tt0016194	6.6	11
tt0016195	8.0	21
tt0016198	6.2	8
tt0016201	6.2	188
tt0016202	6.5	8
tt0016205	7.1	113
tt0016207	7.6	5
tt0016212	6.2	31
tt0016213	7.0	8
tt0016214	3.5	6
tt0016220	7.7	14318
tt0016222	6.0	52
tt0016225	6.7	39
tt0016226	6.2	245
tt0016230	6.1	1770
tt0016231	5.8	18
tt0016232	7.0	167
tt0016234	5.4	14
tt0016235	6.5	35
tt0016237	6.2	21
tt0016238	6.4	8
tt0016240	7.0	109
tt0016241	2.6	116
tt0016245	5.0	35
tt0016246	6.9	31
tt0016251	6.6	82
tt0016258	7.2	268
tt0016259	6.9	9
tt0016268	7.5	42
tt0016276	6.5	207
tt0016283	7.2	42
tt0016284	6.5	11
tt0016286	6.4	19
tt0016288	6.6	132
tt0016294	6.8	99
tt0016295	6.5	8
tt0016301	8.3	14
tt0016307	7.3	6
tt0016308	6.8	447
tt0016309	2.4	105
tt0016310	6.8	274
tt0016323	5.9	12
tt0016325	6.6	39
tt0016332	8.0	7757
tt0016334	7.5	13
tt0016338	6.4	85
tt0016341	5.7	6
tt0016345	7.7	7
tt0016346	7.6	63
tt0016358	1.8	75
tt0016359	5.9	78
tt0016361	7.1	63
tt0016364	5.3	29
tt0016367	5.9	19
tt0016373	5.7	23
tt0016374	5.1	8
tt0016375	5.9	118
tt0016377	7.3	105
tt0016384	6.2	42
tt0016390	7.4	90
tt0016392	6.4	93
tt0016394	8.0	751
tt0016395	7.5	205
tt0016399	5.4	20
tt0016403	6.7	14
tt0016409	6.4	21
tt0016417	4.6	27
tt0016420	6.8	10
tt0016424	6.2	5
tt0016430	5.5	12
tt0016438	6.4	5
tt0016439	7.8	20
tt0016446	7.6	51
tt0016449	5.5	6
tt0016453	5.5	6
tt0016461	6.8	484
tt0016462	6.1	7
tt0016463	5.2	14
tt0016467	6.3	9
tt0016468	5.3	10
tt0016469	7.1	74
tt0016471	6.6	69
tt0016473	7.3	1417
tt0016478	6.8	19
tt0016480	6.9	268
tt0016481	7.6	776
tt0016487	7.1	41
tt0016491	7.9	589
tt0016493	6.9	132
tt0016497	7.6	9
tt0016499	6.5	22
tt0016500	6.1	13
tt0016507	5.7	6
tt0016515	5.4	5
tt0016518	6.4	8
tt0016521	7.1	18
tt0016523	8.2	6
tt0016524	5.2	18
tt0016526	7.4	49
tt0016530	6.4	11
tt0016532	5.8	6
tt0016533	5.0	5
tt0016534	6.5	31
tt0016541	7.8	30
tt0016544	5.1	1244
tt0016545	5.7	204
tt0016548	7.1	102
tt0016550	6.7	44
tt0016553	6.5	6
tt0016558	6.6	14
tt0016559	7.0	93
tt0016560	8.2	524
tt0016563	6.8	112
tt0016564	8.0	9
tt0016570	6.0	9
tt0016573	5.0	5
tt0016575	7.2	6
tt0016580	5.9	11
tt0016581	5.7	13
tt0016582	5.5	31
tt0016583	5.3	101
tt0016584	5.8	13
tt0016585	5.5	121
tt0016586	5.0	76
tt0016587	5.4	78
tt0016588	6.0	11
tt0016589	5.5	129
tt0016590	5.4	12
tt0016591	5.3	75
tt0016592	5.3	11
tt0016593	5.4	150
tt0016594	5.7	114
tt0016595	5.4	16
tt0016597	6.8	8
tt0016598	6.1	9
tt0016600	5.4	288
tt0016603	7.7	20
tt0016607	6.7	20
tt0016615	6.0	10
tt0016621	6.4	5
tt0016623	7.0	15
tt0016627	7.8	942
tt0016628	7.7	7
tt0016629	6.6	616
tt0016630	7.1	2221
tt0016632	6.4	128
tt0016634	7.0	290
tt0016638	6.1	21
tt0016639	7.7	33
tt0016640	6.6	300
tt0016641	8.0	6659
tt0016642	8.0	6
tt0016643	6.4	188
tt0016646	8.2	356
tt0016654	7.2	1465
tt0016655	6.9	566
tt0016658	4.6	9
tt0016660	6.5	13
tt0016664	5.6	121
tt0016669	7.8	1320
tt0016672	4.8	367
tt0016677	7.4	8
tt0016685	6.6	5
tt0016689	6.9	7
tt0016690	8.1	1335
tt0016691	7.0	101
tt0016692	6.2	19
tt0016693	6.2	6
tt0016695	6.0	5
tt0016696	7.0	11
tt0016703	7.6	5
tt0016706	7.7	24
tt0016709	6.8	68
tt0016715	6.6	5
tt0016716	4.4	14
tt0016722	4.8	5
tt0016726	6.7	54
tt0016730	6.1	91
tt0016732	6.8	5
tt0016734	8.3	11
tt0016743	6.0	9
tt0016745	7.3	6
tt0016747	6.6	208
tt0016749	5.5	16
tt0016751	7.6	50
tt0016762	6.9	123
tt0016766	4.9	10
tt0016768	5.6	5
tt0016770	6.7	11
tt0016781	5.4	10
tt0016782	6.1	12
tt0016783	6.9	76
tt0016787	7.6	21
tt0016794	5.7	32
tt0016800	7.6	33
tt0016801	7.1	168
tt0016804	7.1	657
tt0016806	6.8	8
tt0016807	6.1	7
tt0016812	7.3	65
tt0016814	7.7	7
tt0016815	4.6	9
tt0016820	6.7	229
tt0016822	7.8	818
tt0016823	5.9	9
tt0016827	7.3	115
tt0016832	7.1	369
tt0016833	6.4	8
tt0016835	7.4	13
tt0016843	6.2	6
tt0016844	9.0	9
tt0016845	6.8	69
tt0016846	6.6	16
tt0016847	8.1	12101
tt0016848	5.1	16
tt0016850	5.9	43
tt0016851	6.3	123
tt0016854	6.5	179
tt0016855	6.8	6
tt0016858	7.0	5
tt0016867	5.7	6
tt0016871	8.1	714
tt0016873	5.5	8
tt0016874	8.3	25
tt0016875	7.1	14
tt0016884	8.0	3588
tt0016885	7.0	26
tt0016886	8.4	11
tt0016888	5.5	11
tt0016893	6.7	7
tt0016894	7.1	11
tt0016895	7.5	1236
tt0016903	5.5	398
tt0016906	5.5	10
tt0016910	6.4	21
tt0016914	7.0	556
tt0016915	6.2	33
tt0016916	5.0	9
tt0016917	5.5	45
tt0016925	4.6	8
tt0016926	4.2	5
tt0016930	5.4	22
tt0016935	7.5	24
tt0016939	6.4	211
tt0016940	7.1	7
tt0016947	6.8	194
tt0016948	7.7	6
tt0016949	6.2	8
tt0016950	5.8	6
tt0016953	6.8	551
tt0016959	7.5	8
tt0016963	7.3	6
tt0016971	6.1	108
tt0016972	8.5	6
tt0016974	5.7	50
tt0016981	7.2	6
tt0016983	5.1	7
tt0016988	5.7	44
tt0016989	6.8	20
tt0016999	7.2	47
tt0017000	6.0	8
tt0017003	6.4	19
tt0017004	7.0	194
tt0017007	6.8	89
tt0017009	7.6	5
tt0017010	4.9	32
tt0017013	6.2	5
tt0017014	7.5	93
tt0017017	5.6	5
tt0017020	7.7	6
tt0017022	6.2	6
tt0017023	7.6	5
tt0017025	7.3	69
tt0017027	7.9	7
tt0017028	7.0	110
tt0017029	7.3	382
tt0017033	7.0	58
tt0017035	8.2	5
tt0017040	6.9	19
tt0017041	6.5	6
tt0017042	6.8	5
tt0017043	5.4	5
tt0017045	6.5	39
tt0017046	7.3	9
tt0017047	7.4	9
tt0017048	7.6	2021
tt0017049	7.4	10
tt0017053	7.9	12
tt0017062	5.7	16
tt0017063	7.0	16
tt0017067	7.5	13
tt0017071	2.3	11
tt0017075	7.3	8509
tt0017078	6.8	146
tt0017080	6.3	15
tt0017082	7.0	181
tt0017089	5.8	22
tt0017092	7.2	10
tt0017096	6.9	354
tt0017097	4.9	11
tt0017098	6.3	36
tt0017099	6.3	11
tt0017100	7.4	17
tt0017103	6.8	423
tt0017107	7.0	5
tt0017115	8.3	7
tt0017117	8.2	9
tt0017118	6.4	37
tt0017119	7.1	278
tt0017120	7.0	286
tt0017124	7.6	9
tt0017125	7.0	6
tt0017128	7.7	2090
tt0017129	4.4	5
tt0017130	6.9	17
tt0017132	7.3	7
tt0017136	8.3	136438
tt0017137	7.3	70
tt0017139	5.5	79
tt0017142	6.5	6
tt0017151	4.3	9
tt0017158	6.9	7
tt0017159	7.0	223
tt0017161	6.2	5
tt0017162	6.9	440
tt0017165	8.8	5
tt0017179	4.9	10
tt0017180	5.5	6
tt0017184	6.0	71
tt0017187	5.9	38
tt0017195	7.3	97
tt0017196	6.9	604
tt0017197	5.5	6
tt0017198	7.6	216
tt0017199	7.2	9
tt0017201	7.2	17
tt0017202	5.5	10
tt0017204	7.2	85
tt0017205	7.2	28
tt0017210	7.2	6
tt0017212	5.9	15
tt0017213	8.1	17
tt0017214	7.2	252
tt0017215	7.2	6
tt0017218	5.5	24
tt0017226	7.1	123
tt0017231	5.9	119
tt0017233	7.7	10
tt0017235	6.2	6
tt0017248	7.0	5
tt0017251	2.5	88
tt0017252	5.4	20
tt0017253	2.6	7
tt0017254	6.2	5
tt0017266	5.6	19
tt0017267	5.7	6
tt0017268	5.9	191
tt0017269	6.4	8
tt0017271	7.9	733
tt0017279	7.0	14
tt0017280	6.0	35
tt0017291	6.4	21
tt0017292	6.8	49
tt0017293	7.2	104
tt0017300	7.7	7
tt0017305	7.4	56
tt0017307	8.0	5
tt0017309	6.8	13
tt0017311	7.1	38
tt0017316	7.8	12
tt0017321	4.3	13
tt0017324	6.0	5
tt0017326	7.2	10
tt0017328	7.2	28
tt0017329	6.8	135
tt0017338	6.4	94
tt0017340	4.9	9
tt0017347	6.5	253
tt0017350	7.8	1354
tt0017354	6.5	110
tt0017355	5.1	42
tt0017356	5.8	5
tt0017372	6.8	116
tt0017374	5.9	105
tt0017376	7.5	363
tt0017378	6.8	230
tt0017380	6.6	41
tt0017382	6.9	234
tt0017385	5.2	8
tt0017399	5.9	14
tt0017401	7.5	73
tt0017405	6.1	398
tt0017409	7.4	271
tt0017410	6.7	140
tt0017411	8.2	8
tt0017414	7.5	53
tt0017416	7.3	1612
tt0017418	7.0	70
tt0017419	7.3	172
tt0017421	7.4	7
tt0017422	6.0	12
tt0017423	7.4	1056
tt0017432	6.0	29
tt0017433	6.2	10
tt0017437	6.8	672
tt0017438	7.1	489
tt0017448	7.3	1625
tt0017449	7.0	941
tt0017451	4.6	9
tt0017454	6.0	6
tt0017457	7.6	56
tt0017462	5.7	22
tt0017463	7.6	848
tt0017465	5.6	9
tt0017479	7.7	6
tt0017480	7.0	598
tt0017483	5.8	542
tt0017492	7.2	38
tt0017498	7.2	34
tt0017502	7.9	7
tt0017505	8.7	6
tt0017506	8.0	25
tt0017507	4.9	7
tt0017508	6.9	54
tt0017513	8.1	9
tt0017515	6.8	5
tt0017516	7.8	5
tt0017518	7.0	7
tt0017519	6.7	100
tt0017525	6.2	94
tt0017526	7.6	5
tt0017530	5.3	7
tt0017531	7.1	117
tt0017532	5.8	20
tt0017533	4.2	14
tt0017534	7.7	1627
tt0017537	4.5	77
tt0017539	7.8	13
tt0017540	7.2	322
tt0017541	5.3	9
tt0017545	4.4	9
tt0017554	7.2	6
tt0017557	5.6	10
tt0017558	6.1	10
tt0017560	7.2	84
tt0017567	7.5	570
tt0017575	6.7	35
tt0017578	7.4	48
tt0017584	7.0	27
tt0017585	7.1	31
tt0017586	7.5	27
tt0017587	5.9	8
tt0017588	3.8	11
tt0017593	7.1	55
tt0017595	6.6	5
tt0017599	5.8	6
tt0017600	6.4	11
tt0017601	5.4	10
tt0017602	5.9	10
tt0017603	5.6	9
tt0017604	5.5	18
tt0017605	5.7	11
tt0017606	6.1	12
tt0017607	5.4	11
tt0017608	5.4	11
tt0017609	5.0	139
tt0017610	5.7	12
tt0017611	6.3	10
tt0017612	4.7	62
tt0017613	5.8	10
tt0017614	5.9	11
tt0017615	6.2	9
tt0017616	5.6	9
tt0017618	6.0	149
tt0017619	7.1	327
tt0017621	6.2	245
tt0017623	6.0	45
tt0017626	7.0	44
tt0017632	7.6	331
tt0017634	5.6	18
tt0017637	6.9	15
tt0017652	6.7	10
tt0017653	7.2	152
tt0017655	4.6	10
tt0017660	5.5	12
tt0017662	7.2	157
tt0017663	8.0	6
tt0017664	7.4	765
tt0017667	7.5	645
tt0017668	7.7	3288
tt0017673	3.8	13
tt0017676	8.7	11
tt0017682	5.1	15
tt0017685	6.8	6
tt0017687	7.4	5
tt0017692	6.4	12
tt0017698	7.2	13
tt0017701	7.8	8
tt0017703	5.6	16
tt0017706	5.8	48
tt0017726	6.8	88
tt0017727	5.6	5
tt0017729	6.2	428
tt0017731	6.6	17
tt0017735	6.9	218
tt0017736	7.1	154
tt0017738	6.7	11
tt0017739	7.2	2317
tt0017743	7.1	788
tt0017744	6.0	549
tt0017747	6.2	5
tt0017748	7.0	85
tt0017750	7.3	312
tt0017751	6.8	137
tt0017757	6.9	13
tt0017764	5.4	5
tt0017765	7.1	3785
tt0017766	5.5	13
tt0017772	6.5	11
tt0017773	6.2	5
tt0017774	6.3	7
tt0017775	7.0	1474
tt0017776	7.1	8
tt0017778	6.4	43
tt0017794	6.0	10
tt0017802	4.9	16
tt0017804	7.4	5
tt0017805	5.4	14
tt0017806	5.4	24
tt0017809	7.4	506
tt0017812	6.7	71
tt0017813	6.9	633
tt0017822	6.5	37
tt0017825	6.2	1709
tt0017828	6.0	5
tt0017829	7.3	82
tt0017832	7.0	183
tt0017835	4.7	9
tt0017836	6.7	680
tt0017839	7.5	31
tt0017841	7.0	60
tt0017843	5.7	2201
tt0017844	7.2	12
tt0017847	6.2	14
tt0017850	8.0	56
tt0017855	6.2	67
tt0017858	7.0	7
tt0017859	7.8	5
tt0017860	8.0	603
tt0017865	3.5	26
tt0017866	4.0	14
tt0017868	6.3	82
tt0017869	6.5	37
tt0017870	6.6	147
tt0017871	6.6	777
tt0017877	6.6	34
tt0017882	6.8	12
tt0017883	5.9	9
tt0017886	6.5	181
tt0017888	6.5	6
tt0017889	6.9	28
tt0017893	6.2	447
tt0017894	6.8	10
tt0017896	6.6	19
tt0017898	5.1	39
tt0017899	6.4	70
tt0017911	8.5	8
tt0017912	7.5	6
tt0017917	6.6	13
tt0017918	7.3	246
tt0017921	4.4	9
tt0017923	5.4	5
tt0017925	8.2	68091
tt0017926	7.0	21
tt0017928	6.8	127
tt0017929	6.9	36
tt0017930	7.1	38
tt0017935	7.1	9
tt0017936	6.8	29
tt0017937	5.3	9
tt0017938	7.2	663
tt0017944	5.6	67
tt0017946	6.1	22
tt0017947	7.1	15
tt0017949	6.0	162
tt0017952	6.9	14
tt0017954	6.3	78
tt0017957	7.1	10
tt0017958	5.8	14
tt0017960	5.9	15
tt0017961	7.6	817
tt0017962	5.3	9
tt0017964	6.4	17
tt0017967	7.2	86
tt0017968	5.8	11
tt0017970	6.3	7
tt0017973	4.8	6
tt0017979	5.7	35
tt0017990	6.6	9
tt0017995	6.0	21
tt0017998	7.3	215
tt0018007	7.0	10
tt0018008	6.0	9
tt0018011	6.9	7
tt0018012	6.3	12
tt0018013	5.9	21
tt0018014	6.9	186
tt0018016	6.8	146
tt0018024	5.2	8
tt0018028	2.5	11
tt0018033	7.4	2614
tt0018037	6.7	7912
tt0018038	5.4	22
tt0018043	5.7	7
tt0018045	6.9	238
tt0018046	5.6	8
tt0018049	7.2	5
tt0018051	7.6	3195
tt0018054	7.4	1637
tt0018060	8.0	5
tt0018061	5.7	30
tt0018062	6.6	16
tt0018064	7.1	38
tt0018066	7.6	1269
tt0018074	4.3	12
tt0018080	5.6	34
tt0018081	7.1	7
tt0018083	7.0	747
tt0018087	7.5	579
tt0018089	4.4	5
tt0018097	6.9	1069
tt0018099	5.6	10
tt0018102	6.5	372
tt0018105	6.0	18
tt0018106	6.6	413
tt0018107	7.4	783
tt0018113	7.9	736
tt0018118	7.0	28
tt0018119	6.7	209
tt0018124	6.8	16
tt0018127	7.2	6
tt0018128	7.2	6
tt0018129	4.7	19
tt0018137	7.2	6
tt0018138	7.8	340
tt0018143	6.7	11
tt0018150	6.1	184
tt0018153	5.6	9
tt0018159	6.0	21
tt0018164	5.5	6
tt0018166	6.8	346
tt0018170	6.9	23
tt0018172	7.7	27
tt0018173	6.5	6
tt0018178	8.1	15
tt0018179	6.6	494
tt0018183	7.6	722
tt0018184	7.1	14
tt0018187	7.3	65
tt0018190	7.4	157
tt0018192	7.6	6074
tt0018194	4.8	10
tt0018196	6.2	6
tt0018197	6.6	36
tt0018199	6.7	71
tt0018203	7.3	30
tt0018204	6.5	37
tt0018207	6.4	49
tt0018208	6.7	65
tt0018210	6.1	19
tt0018211	8.2	20
tt0018212	6.1	140
tt0018213	6.0	170
tt0018214	6.8	8
tt0018217	7.5	6040
tt0018218	6.5	275
tt0018226	6.6	5
tt0018233	7.1	19
tt0018235	7.1	92
tt0018236	6.3	9
tt0018243	5.8	5
tt0018245	5.7	116
tt0018246	6.6	212
tt0018247	6.8	95
tt0018253	7.8	414
tt0018258	6.0	9
tt0018260	4.8	6
tt0018262	7.2	11
tt0018264	4.0	9
tt0018266	8.2	9
tt0018268	6.5	84
tt0018269	6.4	17
tt0018272	6.1	7
tt0018278	5.9	53
tt0018285	5.8	5
tt0018290	5.6	42
tt0018294	6.9	654
tt0018295	6.3	23
tt0018296	5.0	5
tt0018297	7.8	626
tt0018299	7.1	23
tt0018301	7.3	6
tt0018311	7.8	1215
tt0018312	6.4	16
tt0018313	6.4	7
tt0018318	7.6	5
tt0018319	6.3	38
tt0018324	6.6	5
tt0018328	6.3	2730
tt0018329	5.8	6
tt0018332	9.0	13
tt0018336	7.7	7
tt0018343	6.2	5
tt0018345	6.6	10
tt0018346	3.2	17
tt0018350	7.3	43
tt0018351	7.2	149
tt0018356	6.9	405
tt0018362	6.2	224
tt0018368	7.0	542
tt0018371	7.4	195
tt0018372	6.4	14
tt0018375	5.8	23
tt0018379	7.8	2560
tt0018381	7.5	18
tt0018382	7.0	9
tt0018389	5.8	115
tt0018392	7.3	242
tt0018393	4.3	9
tt0018394	7.0	41
tt0018396	6.2	59
tt0018397	6.9	458
tt0018400	6.0	8
tt0018404	4.6	7
tt0018410	7.1	64
tt0018413	7.7	467
tt0018419	5.4	47
tt0018426	5.9	8
tt0018429	5.8	37
tt0018433	6.6	33
tt0018435	6.8	6
tt0018438	6.7	6
tt0018440	7.7	803
tt0018443	7.2	12
tt0018446	7.1	83
tt0018451	7.8	1183
tt0018452	6.4	442
tt0018453	6.4	83
tt0018455	8.2	40845
tt0018457	6.0	30
tt0018460	5.5	11
tt0018464	5.4	107
tt0018465	2.5	85
tt0018470	5.8	8
tt0018471	7.9	1336
tt0018475	6.4	9
tt0018477	6.6	5
tt0018478	6.1	32
tt0018479	4.2	11
tt0018480	5.8	5
tt0018484	6.8	87
tt0018487	7.6	361
tt0018489	6.1	14
tt0018500	7.1	147
tt0018501	6.6	17
tt0018503	5.7	15
tt0018505	7.6	865
tt0018507	6.3	30
tt0018508	6.3	51
tt0018509	6.2	250
tt0018512	7.7	6
tt0018513	7.6	523
tt0018515	6.8	693
tt0018516	5.7	12
tt0018519	6.5	19
tt0018523	6.9	685
tt0018524	6.9	329
tt0018525	2.0	82
tt0018526	7.7	2055
tt0018528	7.8	6132
tt0018530	6.3	218
tt0018531	6.4	10
tt0018533	6.7	39
tt0018537	7.0	12
tt0018540	4.4	5
tt0018543	7.3	21
tt0018548	6.8	11
tt0018552	7.2	61
tt0018554	7.6	5
tt0018561	7.6	11
tt0018565	7.8	5
tt0018566	7.0	236
tt0018571	6.7	60
tt0018573	6.2	370
tt0018575	5.7	6
tt0018576	5.0	5
tt0018578	7.7	9645
tt0018579	3.0	94
tt0018583	6.4	456
tt0018584	7.9	25
tt0018588	6.8	177
tt0018594	7.2	5
tt0018595	6.2	6
tt0018600	6.4	94
tt0018601	7.1	73
tt0018606	7.4	31
tt0018607	6.7	49
tt0018611	5.5	6
tt0018613	5.8	20
tt0018615	7.1	248
tt0018617	5.1	10
tt0018618	7.2	864
tt0018619	5.8	12
tt0018620	7.0	7
tt0018621	7.2	24
tt0018622	7.4	8
tt0018628	6.1	55
tt0018630	5.2	6
tt0018631	4.2	5
tt0018633	8.4	50
tt0018638	8.2	18
tt0018639	5.8	10
tt0018640	7.4	12
tt0018642	5.9	15
tt0018646	8.2	17
tt0018647	6.5	13
tt0018652	5.8	38
tt0018654	5.8	40
tt0018656	6.3	6
tt0018660	6.3	57
tt0018666	6.4	30
tt0018671	5.4	11
tt0018673	7.6	42
tt0018674	7.1	58
tt0018675	6.5	396
tt0018678	6.7	363
tt0018679	6.0	10
tt0018681	6.3	32
tt0018684	7.8	762
tt0018686	6.6	39
tt0018688	6.8	43
tt0018689	6.1	38
tt0018696	7.4	8
tt0018697	8.6	27
tt0018698	3.8	8
tt0018699	3.4	8
tt0018700	8.0	7
tt0018710	6.5	33
tt0018712	6.9	30
tt0018713	6.5	6
tt0018714	6.0	20
tt0018715	6.4	7
tt0018721	5.9	157
tt0018722	7.4	121
tt0018725	8.0	6
tt0018728	7.0	365
tt0018729	8.6	16
tt0018733	7.1	34
tt0018737	8.0	8486
tt0018738	7.0	6
tt0018739	6.5	83
tt0018742	8.3	8845
tt0018743	6.0	23
tt0018744	5.5	112
tt0018748	5.2	16
tt0018749	8.1	708
tt0018750	6.1	27
tt0018751	7.9	7
tt0018753	7.6	5
tt0018756	5.7	1678
tt0018758	6.1	7
tt0018761	6.1	72
tt0018770	7.4	2879
tt0018771	8.0	17
tt0018772	3.4	5
tt0018773	8.1	21960
tt0018791	8.5	45
tt0018792	6.7	18
tt0018795	7.9	588
tt0018804	7.4	7
tt0018806	8.0	6587
tt0018808	5.4	25
tt0018811	6.9	32
tt0018816	6.9	16
tt0018817	8.0	15
tt0018818	6.1	10
tt0018821	4.4	7
tt0018822	5.0	6
tt0018825	8.1	20
tt0018826	6.9	133
tt0018835	6.3	6
tt0018836	7.1	324
tt0018839	7.7	3319
tt0018841	7.4	464
tt0018844	7.2	45
tt0018846	6.8	57
tt0018850	2.2	82
tt0018851	6.9	34
tt0018854	5.8	46
tt0018856	6.6	5
tt0018859	6.0	8
tt0018860	6.5	535
tt0018862	7.3	87
tt0018867	6.0	11
tt0018869	6.3	12
tt0018870	8.5	8
tt0018873	7.0	1055
tt0018876	6.1	2146
tt0018879	6.1	136
tt0018881	6.3	31
tt0018882	7.1	123
tt0018885	5.5	32
tt0018888	7.1	9
tt0018890	7.4	894
tt0018891	7.7	36
tt0018892	5.4	16
tt0018893	8.9	10
tt0018896	8.0	13
tt0018903	7.0	7
tt0018906	8.9	15
tt0018907	7.0	117
tt0018908	7.2	228
tt0018909	7.1	531
tt0018910	7.0	274
tt0018913	5.5	129
tt0018914	6.8	5
tt0018920	5.7	65
tt0018925	6.7	639
tt0018926	8.0	6
tt0018927	7.0	299
tt0018930	7.2	6
tt0018935	6.8	210
tt0018936	7.2	9
tt0018937	6.8	547
tt0018945	6.4	26
tt0018958	7.3	7
tt0018966	8.0	6
tt0018967	5.5	6
tt0018970	6.9	572
tt0018971	6.1	17
tt0018972	6.6	350
tt0018974	5.9	8
tt0018975	7.7	7
tt0018976	8.6	7
tt0018987	5.6	14
tt0018990	7.1	129
tt0018993	7.8	34
tt0018996	6.3	93
tt0018998	6.4	16
tt0019005	5.7	43
tt0019010	6.6	7
tt0019013	5.9	10
tt0019014	4.0	17
tt0019022	5.9	8
tt0019023	5.4	5
tt0019026	6.7	21
tt0019033	6.0	28
tt0019035	7.0	71
tt0019043	7.2	262
tt0019045	6.4	17
tt0019049	7.7	6
tt0019050	7.3	19
tt0019051	6.5	15
tt0019056	7.4	8
tt0019057	6.3	25
tt0019060	7.2	30
tt0019061	6.7	44
tt0019062	8.6	16
tt0019064	7.2	23
tt0019067	7.0	356
tt0019071	8.0	2797
tt0019074	7.7	1552
tt0019077	1.9	81
tt0019079	6.9	747
tt0019080	6.2	29
tt0019085	6.8	15
tt0019096	7.2	634
tt0019098	8.0	587
tt0019101	5.6	5
tt0019102	7.7	6
tt0019103	8.2	5
tt0019109	8.0	1712
tt0019110	7.0	11
tt0019117	5.8	32
tt0019127	7.0	159
tt0019130	7.8	4508
tt0019131	6.0	5
tt0019132	5.4	11
tt0019136	7.9	16
tt0019141	7.2	5
tt0019144	5.8	8
tt0019146	8.6	5
tt0019150	7.4	23
tt0019151	7.1	433
tt0019152	6.9	292
tt0019154	6.7	9
tt0019155	7.0	14
tt0019159	6.7	29
tt0019163	6.3	18
tt0019165	6.1	11
tt0019172	7.1	7
tt0019175	7.8	11
tt0019179	5.1	7
tt0019182	5.3	104
tt0019183	7.0	5
tt0019184	8.8	5
tt0019186	6.7	105
tt0019193	7.3	9
tt0019194	7.5	6
tt0019195	7.3	1038
tt0019200	4.2	59
tt0019203	3.2	13
tt0019205	6.0	7
tt0019209	5.7	14
tt0019211	6.1	38
tt0019217	7.1	35
tt0019219	6.2	13
tt0019220	5.6	19
tt0019221	6.6	18
tt0019225	7.0	212
tt0019226	7.0	15
tt0019227	6.4	187
tt0019228	8.2	6
tt0019229	6.5	11
tt0019231	5.6	8
tt0019233	6.4	5
tt0019237	7.3	1313
tt0019241	5.8	128
tt0019242	6.9	14
tt0019245	6.8	12
tt0019248	6.7	24
tt0019249	6.6	11
tt0019250	6.3	31
