tconst	parentTconst	seasonNumber	episodeNumber
tt0298600	tt0880565	1	5
tt0298661	tt0108903	2	2
tt0298753	tt0907683	2	3
tt0298850	tt2013869	1	1
tt0298857	tt0165042	6	6
tt0298912	tt0318224	36	13
tt0298935	tt0896232	\N	\N
tt0298936	tt0896232	\N	\N
tt0299033	tt0202179	5	3
tt0299037	tt1380834	2	2
tt0299052	tt0165050	1	7
tt0299061	tt1616357	3	2
tt0299127	tt0846838	1	1
tt0299166	tt0860267	1	20
tt0299183	tt0277509	\N	\N
tt0299372	tt0165592	14	9
tt0299442	tt0283707	\N	\N
tt0299590	tt3469694	1	4
tt0299643	tt2013869	1	2
tt0299691	tt0497480	5	12
tt0299698	tt0046593	12	24
tt0299734	tt0147760	6	2
tt0299735	tt0147760	6	3
tt0299736	tt0147760	6	1
tt0299771	tt0335704	2	2
tt0299932	tt0259806	2	2
tt0299946	tt0092322	\N	\N
tt0300138	tt0176357	8	8
tt0300191	tt0883777	\N	\N
tt0300247	tt0106080	3	14
tt0300248	tt0348892	2	3
tt0300313	tt0874534	1	1
tt0300322	tt0846833	1	4
tt0300428	tt0907694	1	36
tt0300442	tt0346222	1	1
tt0300519	tt0860267	1	19
tt0300569	tt1015563	1	1
tt0300650	tt1346933	2	3
tt0300910	tt1074298	3	2
tt0300966	tt1480503	1	26
tt0300983	tt0907683	2	2
tt0300984	tt0165050	2	2
tt0301112	tt0300745	1	6
tt0301142	tt0165593	15	4
tt0301151	tt0147760	6	4
tt0301200	tt0046593	33	21
tt0301201	tt0046593	14	16
tt0301210	tt0896667	2	1
tt0301211	tt0896667	2	2
tt0301324	tt0989192	\N	\N
tt0301350	tt1408434	1	3
tt0301447	tt0287857	4	2
tt0301455	tt0896232	\N	\N
tt0301466	tt0463399	\N	\N
tt0301660	tt1616357	1	1
tt0301713	tt0159876	27	4
tt0301739	tt0806901	5	6
tt0301741	tt0200379	\N	\N
tt0301782	tt0907694	1	34
tt0301786	tt0046637	3	5
tt0301813	tt0846838	1	14
tt0301814	tt0846838	1	15
tt0301870	tt0077082	24	12
tt0301886	tt1213665	1	85
tt0301920	tt0806910	1	497
tt0301926	tt1178182	1	2
tt0302046	tt0050060	1	2
tt0302064	tt3797766	\N	\N
tt0302239	tt0161126	4	60
tt0302388	tt0165050	2	4
tt0302391	tt1369743	\N	\N
tt0302469	tt0166909	1	36
tt0302474	tt0165050	3	4
tt0302481	tt1015563	3	1
tt0302491	tt0831400	1	2
tt0302492	tt0056751	14	17
tt0302514	tt3469694	1	5
tt0302519	tt0159876	\N	\N
tt0302556	tt0165050	3	6
tt0302559	tt1369743	\N	\N
tt0302571	tt0165050	2	3
tt0302614	tt0364151	16	5
tt0302726	tt0165050	3	2
tt0302772	tt0927664	1	4
tt0302859	tt0446859	1	30
tt0302916	tt0165050	2	5
tt0302926	tt0165050	3	3
tt0302986	tt0806904	1	13
tt0302987	tt0806904	1	15
tt0302988	tt0806904	1	14
tt0303011	tt0463399	\N	\N
tt0303089	tt0112183	4	4
tt0303090	tt0112183	4	1
tt0303091	tt0112183	4	3
tt0303092	tt0112183	4	2
tt0303114	tt0463399	\N	\N
tt0303131	tt0806910	1	505
tt0303132	tt0806910	1	499
tt0303135	tt0165050	3	5
tt0303182	tt0159156	1	29
tt0303341	tt0316969	1	7
tt0303384	tt0364151	16	7
tt0303516	tt0969784	1	1
tt0303703	tt3805856	\N	\N
tt0303705	tt0389571	\N	\N
tt0303726	tt0907683	2	4
tt0303727	tt0907683	2	8
tt0303728	tt0821060	1	12
tt0303826	tt0159876	\N	\N
tt0303834	tt0294064	\N	\N
tt0303921	tt0108749	8	2
tt0303922	tt0108749	8	1
tt0303928	tt0165050	4	3
tt0303972	tt1480503	1	1
tt0304121	tt0318220	8	21
tt0304169	tt1057692	1	2
tt0304231	tt0120933	\N	\N
tt0304241	tt1012950	1	2
tt0304345	tt0159876	20	2
tt0304397	tt0335704	16	1
tt0304409	tt0312084	2	5
tt0304434	tt0071003	1	17
tt0304470	tt1616357	1	5
tt0304491	tt0050060	\N	\N
tt0304566	tt0806901	31	6
tt0304567	tt0806901	31	5
tt0304568	tt0806901	31	1
tt0304642	tt0907694	1	35
tt0304658	tt0486531	8	7
tt0304673	tt0847709	1	10
tt0304682	tt0075471	\N	\N
tt0304727	tt0120958	\N	\N
tt0304739	tt0874684	1	12
tt0304742	tt0793361	10	1
tt0304761	tt0165050	5	1
tt0304762	tt0200358	31	19
tt0304772	tt0165050	5	2
tt0304784	tt0098924	1	0
tt0304792	tt0806910	1	494
tt0304793	tt0806910	1	339
tt0304794	tt0806910	1	504
tt0304795	tt0806910	1	500
tt0304796	tt0806910	1	496
tt0304797	tt0806910	1	165
tt0304798	tt0806910	1	498
tt0304799	tt0806910	1	490
tt0304800	tt0806910	1	509
tt0304801	tt0806910	1	492
tt0304802	tt0806910	1	495
tt0304844	tt0896679	1	2
tt0304851	tt0113706	2	5
tt0304867	tt0165050	4	1
tt0304869	tt1686687	\N	\N
tt0304871	tt0159876	20	10
tt0305047	tt0346233	\N	\N
tt0305150	tt0166940	1	14
tt0305175	tt0268889	\N	\N
tt0305217	tt0159876	28	5
tt0305219	tt0092322	\N	\N
tt0305251	tt0275822	6	1
tt0305252	tt1369743	\N	\N
tt0305255	tt1074298	2	11
tt0305308	tt0934339	1	2
tt0305341	tt0115122	1	33
tt0305442	tt0934339	1	4
tt0305444	tt0896232	\N	\N
tt0305494	tt0199184	26	10
tt0305507	tt3782710	\N	\N
tt0305670	tt0287857	2	2
tt0305671	tt0075471	3	5
tt0305684	tt1043199	2	5
tt0305748	tt0202179	1	1
tt0305755	tt0075471	13	3
tt0305784	tt0075471	14	2
tt0305786	tt0202179	2	6
tt0305833	tt0075471	5	4
tt0305862	tt0931229	1	4
tt0305911	tt0159876	30	6
tt0305971	tt0806901	30	11
tt0305996	tt0072544	1	11
tt0306052	tt0463399	\N	\N
tt0306059	tt0075471	6	5
tt0306082	tt1369743	\N	\N
tt0306090	tt0874686	1	21
tt0306122	tt0806910	1	68
tt0306123	tt0806910	1	175
tt0306124	tt0806910	1	78
tt0306125	tt0806910	1	80
tt0306126	tt0806910	1	56
tt0306146	tt0463399	2	20
tt0306155	tt0075471	3	9
tt0306178	tt0218768	\N	\N
tt0306362	tt0046593	14	24
tt0306440	tt0429290	10	16
tt0306454	tt0167585	1	61
tt0306455	tt0167585	1	35
tt0306486	tt0167585	1	36
tt0306487	tt0275822	5	20
tt0306488	tt0275822	6	23
tt0306489	tt0275822	\N	\N
tt0306498	tt0167732	1	2
tt0306530	tt0907683	2	6
tt0306531	tt0907683	2	5
tt0306552	tt0200358	40	5
tt0306567	tt4220008	1	2
tt0306614	tt1092047	1	1
tt0306626	tt1686687	\N	\N
tt0306631	tt0294064	\N	\N
tt0306636	tt0167585	1	46
tt0306642	tt0167585	1	3
tt0306656	tt2134468	\N	\N
tt0306657	tt2134468	\N	\N
tt0306666	tt1466074	13	5
tt0306668	tt0167585	1	57
tt0306696	tt0161126	4	14
tt0306701	tt0167585	1	1
tt0306712	tt0167585	1	51
tt0306716	tt1229946	1	1
tt0306739	tt0108749	8	3
tt0306740	tt0108749	8	4
tt0306759	tt0138234	\N	\N
tt0306775	tt0167732	1	1
tt0306812	tt0167606	1	5
tt0306821	tt0167585	1	26
tt0306826	tt0165050	4	2
tt0306834	tt0167585	1	6
tt0306843	tt0320080	\N	\N
tt0306849	tt0294182	\N	\N
tt0306860	tt0167585	1	30
tt0306861	tt0167585	1	50
tt0306864	tt0167585	1	10
tt0306866	tt0138234	\N	\N
tt0307017	tt0896232	\N	\N
tt0307018	tt0896232	\N	\N
tt0307026	tt0167732	1	4
tt0307058	tt0118401	1	1
tt0307071	tt0841927	1	34
tt0307093	tt0165592	8	12
tt0307119	tt0167732	\N	\N
tt0307132	tt0092322	\N	\N
tt0307141	tt0286397	1	1
tt0307186	tt0138234	\N	\N
tt0307208	tt0931229	1	3
tt0307235	tt0167732	1	7
tt0307337	tt0806901	31	2
tt0307382	tt0335704	6	2
tt0307565	tt0277511	1	2
tt0307581	tt0335704	3	3
tt0307584	tt0138234	\N	\N
tt0307631	tt0896681	1	11
tt0307638	tt1686687	\N	\N
tt0307648	tt0046593	31	6
tt0307792	tt0166458	5	1
tt0307954	tt1686687	\N	\N
tt0308001	tt0092322	\N	\N
tt0308024	tt0171977	1	3
tt0308026	tt0166458	4	4
tt0308040	tt0861749	5	1
tt0308094	tt1780701	\N	\N
tt0308183	tt0463399	4	3
tt0308305	tt0364151	16	8
tt0308515	tt3662072	\N	\N
tt0308516	tt3662072	\N	\N
tt0308568	tt3805856	\N	\N
tt0308593	tt0312172	1	1
tt0308601	tt0166458	6	4
tt0308610	tt1333192	1	3
tt0308611	tt1333192	1	1
tt0308612	tt1333192	1	2
tt0308613	tt1333192	1	4
tt0308721	tt1369743	\N	\N
tt0308785	tt0317014	\N	\N
tt0308800	tt0159876	29	15
tt0308821	tt0297625	5	4
tt0308928	tt0166458	6	1
tt0308936	tt3662072	\N	\N
tt0308965	tt0806910	1	491
tt0309023	tt2162289	2	6
tt0309073	tt1008628	1	5
tt0309273	tt1369743	\N	\N
tt0309347	tt0199214	3	6
tt0309348	tt0907683	2	7
tt0309363	tt0092322	\N	\N
tt0309419	tt0313144	\N	\N
tt0309423	tt7000188	1	5
tt0309456	tt1369743	\N	\N
tt0309509	tt1369743	\N	\N
tt0309649	tt1369743	\N	\N
tt0309681	tt1229946	14	10
tt0309716	tt0896232	\N	\N
tt0309717	tt0896232	\N	\N
tt0309740	tt0200358	39	2
tt0309746	tt3782710	\N	\N
tt0309810	tt0161126	3	69
tt0309815	tt0398430	1	9
tt0309829	tt0318220	8	16
tt0309852	tt1730600	1	20
tt0309883	tt0202179	8	2
tt0309895	tt1369743	\N	\N
tt0310005	tt0202179	6	2
tt0310026	tt1213665	1	87
tt0310081	tt0907694	1	37
tt0310098	tt1169951	1	8
tt0310099	tt1169951	1	7
tt0310225	tt1686687	\N	\N
tt0310264	tt0444586	1	4
tt0310271	tt1369743	\N	\N
tt0310470	tt0389580	1	1
tt0310547	tt0166940	1	25
tt0310548	tt0166940	1	17
tt0310549	tt0166940	1	15
tt0310550	tt0166940	1	19
tt0310602	tt0092322	\N	\N
tt0310676	tt0275822	6	19
tt0310677	tt0275822	\N	\N
tt0310678	tt0275822	\N	\N
tt0310679	tt0275822	\N	\N
tt0310680	tt0275822	14	22
tt0310681	tt0275822	\N	\N
tt0310682	tt0275822	\N	\N
tt0310734	tt1686687	\N	\N
tt0310853	tt0046587	1	3
tt0310970	tt0147760	7	1
tt0311036	tt1063369	1	19
tt0311075	tt1289479	\N	\N
tt0311089	tt1723624	1	50
tt0311112	tt1369743	\N	\N
tt0311171	tt1686687	\N	\N
tt0311236	tt1686687	\N	\N
tt0311265	tt0202206	1	10
tt0311294	tt0048893	1	32
tt0311309	tt0171977	1	5
tt0311338	tt0896232	\N	\N
tt0311339	tt0896232	\N	\N
tt0311460	tt7252940	\N	\N
tt0311469	tt7252940	\N	\N
tt0311511	tt0883777	\N	\N
tt0311612	tt0165326	\N	\N
tt0311661	tt0806901	10	1
tt0311742	tt1169951	1	6
tt0311746	tt0354332	1	1
tt0311785	tt0831400	2	4
tt0311808	tt0297626	2	2
tt0311840	tt1686687	\N	\N
tt0311882	tt0088621	18	1
tt0311895	tt0806910	1	522
tt0311901	tt1063369	1	18
tt0311955	tt1601983	2	10
tt0311980	tt1686687	\N	\N
tt0312026	tt1008628	1	6
tt0312039	tt0185797	1	21
tt0312067	tt0094416	14	10
tt0312319	tt0092322	\N	\N
tt0312391	tt0455276	\N	\N
tt0312426	tt0990935	3	13
tt0312496	tt0313144	\N	\N
tt0312533	tt0113706	1	3
tt0312585	tt0267163	1	4
tt0312652	tt0176357	6	5
tt0312701	tt0149439	\N	\N
tt0312817	tt0896232	\N	\N
tt0312830	tt0294064	\N	\N
tt0312999	tt0146386	\N	\N
tt0313014	tt0335704	2	3
tt0313020	tt0168368	\N	\N
tt0313116	tt0132666	45	3
tt0313120	tt0176095	5	1
tt0313280	tt0092322	\N	\N
tt0313325	tt0115122	1	35
tt0313326	tt0115122	1	36
tt0313327	tt0115122	1	34
tt0313428	tt1012950	2	7
tt0313431	tt0047702	2	7
tt0313437	tt1686687	\N	\N
tt0313488	tt0806901	31	4
tt0313491	tt0165042	27	1
tt0313554	tt1780701	\N	\N
tt0313564	tt0092322	\N	\N
tt0313595	tt0159876	30	3
tt0313610	tt7253022	\N	\N
tt0313644	tt0281488	\N	\N
tt0313649	tt0094416	13	15
tt0313652	tt0312209	1	0
tt0313681	tt0806910	1	501
tt0313683	tt0806910	1	506
tt0313684	tt0806910	1	528
tt0313703	tt0202179	19	2
tt0313781	tt0790397	2	9
tt0313783	tt0202179	8	1
tt0313834	tt3797766	\N	\N
tt0313867	tt0277509	\N	\N
tt0313902	tt0815352	\N	\N
tt0313903	tt0815352	\N	\N
tt0313915	tt0990935	1	3
tt0313955	tt1369743	\N	\N
tt0313972	tt0224861	1	6
tt0314007	tt0874534	1	2
tt0314058	tt3662072	\N	\N
tt0314059	tt3662072	\N	\N
tt0314068	tt1686687	\N	\N
tt0314202	tt0287857	2	3
tt0314207	tt0896232	\N	\N
tt0314208	tt0896232	\N	\N
tt0314209	tt0896232	\N	\N
tt0314210	tt0896232	\N	\N
tt0314358	tt0881381	\N	\N
tt0314377	tt0463399	\N	\N
tt0314395	tt0167616	1	8
tt0314396	tt0167616	1	1
tt0314397	tt0167616	1	2
tt0314398	tt0167616	\N	\N
tt0314453	tt2591584	\N	\N
tt0314504	tt1686687	\N	\N
tt0314565	tt0463399	1	1
tt0314600	tt1169951	1	5
tt0314623	tt0846838	1	9
tt0314716	tt5251198	3	5
tt0314726	tt1686687	\N	\N
tt0314743	tt0239195	3	17
tt0314753	tt0088621	18	2
tt0314763	tt0806910	1	510
tt0314764	tt0806910	1	493
tt0314787	tt1686687	\N	\N
tt0315115	tt0092322	\N	\N
tt0315116	tt0092322	\N	\N
tt0315163	tt0346197	\N	\N
tt0315235	tt0275822	\N	\N
tt0315301	tt0092322	\N	\N
tt0315404	tt0815352	\N	\N
tt0315405	tt0815352	\N	\N
tt0315406	tt0815352	\N	\N
tt0315407	tt0815352	\N	\N
tt0315408	tt0815352	\N	\N
tt0315409	tt0815352	\N	\N
tt0315410	tt5955168	1	2
tt0315443	tt3805856	\N	\N
tt0315467	tt0985040	2	4
tt0315570	tt1382578	1	2
tt0315578	tt0199214	2	2
tt0315623	tt0896232	\N	\N
tt0315635	tt0463399	\N	\N
tt0315739	tt0364151	6	3
tt0315868	tt0214361	\N	\N
tt0315925	tt7252940	\N	\N
tt0315975	tt0115208	1	6
tt0316018	tt0287857	4	1
tt0316025	tt1141678	1	2
tt0316032	tt0896232	\N	\N
tt0316142	tt0159876	30	9
tt0316195	tt0985040	11	3
tt0316238	tt0364151	16	6
tt0316294	tt0106078	3	22
tt0316344	tt0312084	3	3
tt0316507	tt0907694	1	38
tt0316595	tt0297626	2	11
tt0316731	tt0806910	1	173
tt0316741	tt1686687	\N	\N
tt0316801	tt0207932	1	34
tt0316898	tt0880565	1	6
tt0316924	tt3776668	9	2
tt0316925	tt3776668	1	1
tt0316926	tt3776668	5	1
tt0316927	tt3776668	8	1
tt0316928	tt3776668	6	2
tt0317086	tt0094416	14	13
tt0317203	tt0047702	1	15
tt0317213	tt3654312	\N	\N
tt0317261	tt1063369	1	27
tt0317263	tt0255726	1	1
tt0317264	tt0255726	1	3
tt0317265	tt0255726	\N	\N
tt0317326	tt0046593	30	14
tt0317416	tt0165592	7	4
tt0317430	tt1063369	1	17
tt0317571	tt0202179	15	4
tt0317577	tt0463399	\N	\N
tt0317704	tt0287857	4	3
tt0317718	tt0988820	1	3
tt0317719	tt0988820	1	2
tt0317720	tt1141678	1	3
tt0317723	tt0896232	\N	\N
tt0317724	tt0896232	\N	\N
tt0317725	tt0896232	\N	\N
tt0317726	tt0896232	\N	\N
tt0317727	tt0896232	\N	\N
tt0317768	tt1049304	6	10
tt0317783	tt0165592	10	5
tt0317872	tt0159876	22	8
tt0317993	tt0806901	10	2
tt0317994	tt0806901	1	2
tt0318017	tt0364151	6	8
tt0318066	tt0297626	4	7
tt0318142	tt1092047	1	14
tt0318371	tt0497480	6	1
tt0318472	tt0046593	30	17
tt0318495	tt0926182	\N	\N
tt0318552	tt0165042	5	1
tt0318589	tt0914702	6	11
tt0318720	tt0165592	6	15
tt0318770	tt1092047	1	4
tt0318864	tt0178131	3	7
tt0318948	tt0123338	24	4
tt0318977	tt0149439	\N	\N
tt0319030	tt0149439	\N	\N
tt0319109	tt0094416	14	14
tt0319117	tt0463399	4	36
tt0319194	tt0218768	1	1
tt0319204	tt0463399	\N	\N
tt0319209	tt0165592	14	2
tt0319259	tt0463399	\N	\N
tt0319300	tt0262155	1	1
tt0319301	tt0262155	1	2
tt0319302	tt0224861	2	6
tt0319330	tt0463399	\N	\N
tt0319386	tt0159876	20	1
tt0319433	tt0463399	\N	\N
tt0319469	tt0159876	21	4
tt0319476	tt0463399	\N	\N
tt0319482	tt0218768	2	1
tt0319494	tt0364151	6	1
tt0319517	tt0176357	10	6
tt0319563	tt0988820	1	4
tt0319564	tt0988820	1	5
tt0319582	tt0218768	\N	\N
tt0319591	tt0159876	21	2
tt0319694	tt1780701	\N	\N
tt0319747	tt0985040	8	2
tt0319771	tt0463399	\N	\N
tt0319784	tt0985040	7	5
tt0319785	tt0463399	\N	\N
tt0319851	tt0364151	6	6
tt0319859	tt0159876	\N	\N
tt0319863	tt0159876	21	12
tt0319866	tt0364151	6	2
tt0319900	tt0202179	18	1
tt0320266	tt0267163	1	5
tt0320332	tt0202179	19	1
tt0320357	tt1289479	\N	\N
tt0320369	tt0335704	2	1
tt0320492	tt0985040	5	1
tt0320508	tt0388574	\N	\N
tt0320528	tt0874686	1	22
tt0320543	tt0486531	5	27
tt0320572	tt0159876	\N	\N
tt0320624	tt0176357	10	3
tt0320630	tt0463399	5	12
tt0320658	tt1092047	1	13
tt0320659	tt1092047	1	11
tt0320662	tt0176357	12	1
tt0320767	tt0045449	3	6
tt0320771	tt0985040	10	2
tt0320905	tt0075471	5	2
tt0320920	tt1601974	6	8
tt0321053	tt0985040	9	3
tt0321060	tt4674754	\N	\N
tt0321066	tt0283707	\N	\N
tt0321087	tt0075471	9	1
tt0321201	tt0149439	\N	\N
tt0321235	tt0133302	14	7
tt0321326	tt0275822	\N	\N
tt0321327	tt0275822	\N	\N
tt0321328	tt0275822	\N	\N
tt0321329	tt0275822	\N	\N
tt0321330	tt0275822	\N	\N
tt0321331	tt0275822	\N	\N
tt0321332	tt0275822	\N	\N
tt0321493	tt0075471	8	2
tt0321500	tt0202179	23	3
tt0321584	tt1063369	1	24
tt0321604	tt0159876	\N	\N
tt0321701	tt0815353	\N	\N
tt0321720	tt0092322	\N	\N
tt0321745	tt0497480	2	9
tt0321896	tt0159876	23	2
tt0322050	tt0075471	7	2
tt0322069	tt8255950	\N	\N
tt0322204	tt2979006	\N	\N
tt0322239	tt1074298	2	3
tt0322361	tt0149439	\N	\N
tt0322372	tt0159876	22	18
tt0322505	tt0319967	\N	\N
tt0322598	tt0318224	37	1
tt0322634	tt0176357	3	13
tt0322742	tt0094484	7	23
tt0322743	tt0176357	12	7
tt0322745	tt0202179	1	5
tt0322776	tt0896232	\N	\N
tt0322805	tt0202179	22	4
tt0322818	tt0335704	20	4
tt0322826	tt0463399	6	28
tt0322832	tt0075471	9	2
tt0322889	tt0159876	24	2
tt0323012	tt0820333	1	1
tt0323034	tt0159876	21	19
tt0323102	tt0165592	10	1
tt0323115	tt0202179	22	1
tt0323150	tt0167644	1	40
tt0323151	tt0167585	1	18
tt0323215	tt0090594	1	8
tt0323234	tt0165042	21	2
tt0323242	tt0463399	\N	\N
tt0323402	tt0364151	10	5
tt0323543	tt0092322	\N	\N
tt0323594	tt0159876	22	5
tt0323602	tt0159876	24	5
tt0323634	tt0463399	\N	\N
tt0323643	tt0133302	14	9
tt0323660	tt0364151	9	3
tt0323785	tt0364151	9	1
tt0323805	tt0989192	\N	\N
tt0323879	tt0985040	11	4
tt0323900	tt0806910	1	531
tt0323981	tt0335704	19	4
tt0323992	tt0046637	2	5
tt0323993	tt0159876	24	6
tt0324021	tt0159876	22	13
tt0324030	tt0132666	44	21
tt0324057	tt0121027	11	5
tt0324058	tt0121027	20	2
tt0324059	tt0121027	12	1
tt0324076	tt0335704	18	1
tt0324086	tt0199184	16	10
tt0324124	tt0239195	3	16
tt0324155	tt0159876	23	11
tt0324169	tt0806910	1	513
tt0324170	tt0806910	1	523
tt0324198	tt0108835	12	5
tt0324201	tt0364151	9	2
tt0324245	tt0202179	24	6
tt0324312	tt1780701	\N	\N
tt0324323	tt1092047	1	12
tt0324324	tt1092047	1	6
tt0324363	tt0768816	\N	\N
tt0324364	tt0768816	\N	\N
tt0324487	tt0133302	13	15
tt0324553	tt0052511	1	6
tt0324593	tt0159876	23	4
tt0324636	tt3776668	4	2
tt0324637	tt3776668	12	1
tt0324638	tt3776668	13	1
tt0324647	tt0075471	4	3
tt0324656	tt1043408	2	1
tt0325058	tt0133302	15	16
tt0325156	tt0335704	21	3
tt0325195	tt7253022	\N	\N
tt0325204	tt0159876	26	7
tt0325229	tt0463399	\N	\N
tt0325265	tt0108961	\N	\N
tt0325327	tt0267160	1	6
tt0325425	tt0159876	26	10
tt0325531	tt0094416	9	4
tt0325549	tt0335632	4	5
tt0325561	tt0133302	16	6
tt0325619	tt0094416	10	10
tt0325624	tt0896232	\N	\N
tt0325625	tt0896232	\N	\N
tt0325810	tt0202179	4	5
tt0325814	tt0176357	1	13
tt0325845	tt0298665	7	6
tt0325858	tt0159876	26	3
tt0325859	tt0159876	25	6
tt0325872	tt0943525	\N	\N
tt0325893	tt0159876	26	9
tt0325945	tt0202179	5	2
tt0325965	tt0165592	4	16
tt0325993	tt0806901	31	10
tt0325994	tt0806901	2	1
tt0326012	tt0463399	2	22
tt0326202	tt0281488	\N	\N
tt0326203	tt0200358	41	6
tt0326205	tt0914702	4	40
tt0326245	tt0806910	1	502
tt0326315	tt0094416	10	1
tt0326331	tt1780701	\N	\N
tt0326343	tt0386989	\N	\N
tt0326397	tt0133302	15	3
tt0326446	tt0159876	27	2
tt0326499	tt0297626	5	2
tt0326514	tt0202179	4	6
tt0326612	tt3883698	\N	\N
tt0326743	tt0275822	9	11
tt0326757	tt0990935	4	19
tt0326766	tt5567202	1	5
tt0326844	tt0340474	\N	\N
tt0326866	tt0799870	1	3
tt0326975	tt0896232	\N	\N
tt0327062	tt1616357	1	4
tt0327092	tt0897329	3	1
tt0327093	tt0897329	3	2
tt0327118	tt0159876	30	11
tt0327135	tt0463399	\N	\N
tt0327174	tt0088621	18	4
tt0327178	tt0806910	1	503
tt0327254	tt0985040	6	3
tt0327256	tt0331805	2	7
tt0327394	tt0283707	\N	\N
tt0327397	tt0985040	2	5
tt0327656	tt0108749	9	4
tt0327712	tt0820333	1	2
tt0327958	tt0896232	\N	\N
tt0327959	tt0896232	\N	\N
tt0328005	tt0985040	4	6
tt0328241	tt0094416	15	8
tt0328268	tt0806901	31	8
tt0328269	tt0806901	31	7
tt0328302	tt0969784	1	15
tt0328345	tt0166909	2	1
tt0328377	tt0118363	3	7
tt0328386	tt0400021	1	0
tt0328409	tt1213665	1	90
tt0328511	tt0806910	1	512
tt0328543	tt1369743	\N	\N
tt0328588	tt0165592	14	7
tt0328852	tt0275822	1	3
tt0328853	tt0275822	\N	\N
tt0328854	tt0275822	\N	\N
tt0328855	tt0275822	\N	\N
tt0328856	tt0275822	\N	\N
tt0328857	tt0275822	\N	\N
tt0328911	tt0200358	36	10
tt0328926	tt1063369	1	35
tt0328956	tt0041023	4	18
tt0329001	tt0224861	\N	\N
tt0329021	tt8255950	\N	\N
tt0329300	tt0969784	1	21
tt0329333	tt0167644	1	41
tt0329414	tt0132666	44	18
tt0329505	tt0806901	31	9
tt0329543	tt0820333	3	4
tt0329576	tt0061241	1	9
tt0329657	tt0806910	1	524
tt0329658	tt0806910	1	508
tt0329659	tt0806910	1	507
tt0329715	tt0477545	3	5
tt0329716	tt0896680	1	1
tt0329733	tt0896681	1	12
tt0329734	tt0896681	1	13
tt0330013	tt0275822	\N	\N
tt0330014	tt0275822	\N	\N
tt0330015	tt0275822	1	6
tt0330057	tt0108961	\N	\N
tt0330064	tt0092322	\N	\N
tt0330067	tt1229284	1	12
tt0330093	tt0118273	2	0
tt0330150	tt0313093	1	11
tt0330255	tt0108961	\N	\N
tt0330297	tt0486531	5	2
tt0330365	tt0046593	8	13
tt0330371	tt0159876	21	6
tt0330454	tt0896232	\N	\N
tt0330455	tt0896232	\N	\N
tt0330456	tt0896232	\N	\N
tt0330484	tt0889408	1	3
tt0330577	tt0202179	23	5
tt0330666	tt0931229	1	19
tt0330667	tt0931229	1	17
tt0330727	tt0186766	1	7
tt0330728	tt0186766	1	10
tt0330729	tt0186766	1	9
tt0330730	tt0186766	1	2
tt0330731	tt0186766	1	5
tt0330777	tt0806901	4	7
tt0330959	tt0088621	18	3
tt0331025	tt0768816	1	19
tt0331075	tt0068132	2	2
tt0331116	tt0353090	\N	\N
tt0331304	tt0186766	1	8
tt0331305	tt0186766	1	4
tt0331351	tt0165042	1	3
tt0331364	tt0166458	4	7
tt0331396	tt0177458	7	15
tt0331438	tt1043199	2	2
tt0331470	tt0224861	\N	\N
tt0331471	tt0224861	2	4
tt0331608	tt0202179	2	3
tt0331614	tt0165592	8	13
tt0331666	tt0348892	1	13
tt0331679	tt0346348	\N	\N
tt0331779	tt1287866	\N	\N
tt0331815	tt4455700	1	6
tt0331858	tt0377256	1	0
tt0331940	tt3369764	\N	\N
tt0331941	tt3369764	\N	\N
tt0331942	tt3369764	\N	\N
tt0331943	tt3369764	\N	\N
tt0331944	tt3369764	\N	\N
tt0331945	tt3369764	\N	\N
tt0331946	tt3369764	\N	\N
tt0331947	tt3369764	\N	\N
tt0331948	tt3369764	\N	\N
tt0331949	tt3369764	\N	\N
tt0331950	tt3369764	\N	\N
tt0331965	tt0463399	1	12
tt0332127	tt0318224	37	19
tt0332146	tt0287857	3	1
tt0332161	tt0181266	1	5
tt0332335	tt0075471	5	1
tt0332336	tt0075471	1	12
tt0332337	tt0075471	2	9
tt0332346	tt3797766	\N	\N
tt0332400	tt0111996	1	12
tt0332406	tt0200358	33	12
tt0332527	tt3776668	4	4
tt0332538	tt0112239	3	3
tt0332663	tt0320038	1	1
tt0332686	tt0094416	3	1
tt0333046	tt0092322	\N	\N
tt0333465	tt1916275	\N	\N
tt0333923	tt1916275	\N	\N
tt0334313	tt0270639	\N	\N
tt0334340	tt0057775	\N	\N
tt0334354	tt0390783	6	3
tt0334955	tt0889263	1	1
tt0334975	tt1063369	1	26
tt0334976	tt1063369	1	14
tt0334977	tt1063369	1	34
tt0334978	tt1063369	1	28
tt0334985	tt0463399	\N	\N
tt0335005	tt0368478	\N	\N
tt0335011	tt1397120	1	1
tt0335271	tt0346348	\N	\N
tt0335486	tt0207932	1	25
tt0335490	tt1511543	6	1
tt0335569	tt3776668	15	2
tt0335570	tt3776668	8	4
tt0335881	tt0989125	4	28
tt0335900	tt0094416	9	8
tt0335934	tt0277509	1	3
tt0335999	tt0335704	3	2
tt0336008	tt0989125	5	11
tt0336039	tt2414042	\N	\N
tt0336050	tt0989125	3	15
tt0336351	tt0989125	2	48
tt0336391	tt1686687	\N	\N
tt0336480	tt0242203	4	4
tt0336481	tt0121027	23	7
tt0336494	tt0989125	8	2
tt0336627	tt0343230	1	2
tt0336833	tt0927664	1	1
tt0336834	tt0927664	1	3
tt0336835	tt0927664	1	7
tt0336864	tt0989125	6	10
